序号,原书页码,原词条,lexeme_uid,lemma,pos,ipa,english,spanish,chinese,example_fr,example_en,example_es,example_zh,review_status
340,217,fait,fr:fait:noun:1,fait,noun,/fɛ/,fact,hecho,事情，事件，情况，轶闻,Voici le fait.,Here it is.,Aquí está.,这是事情。,machine-assisted
341,217,fait divers,fr:fait divers:noun:1,fait divers,noun,/fɛ di.vɛʁ/,"miscellaneous news story, minor news item",suceso; noticia breve,杂闻，社会新闻,On parle des fait divers.,We are talking about it.,Estamos hablando de ello.,我们正在谈论杂闻。,machine-assisted
342,217,familier(ère),fr:familier:adjective:1,familier,adjective,/fa.mi.lje/,familiar (known to one),familiar,通俗的,C’est quelque chose de familier.,It is something familiar (known to one).,Es algo familiar.,这很熟悉。,machine-assisted
343,217,famille,fr:famille:noun:1,famille,noun,/fa.mij/,family,familia,亲属，家人；家庭,Ma famille habite ici.,My family lives here.,Mi familia vive aquí.,我的家人住在这里。,seed-reviewed
344,217,fan,fr:fan:noun:1,fan,noun,/fan/,"fan (admirer, supporter)",fan,粉丝，歌迷，影迷,On parle des fans.,We are talking about it.,Estamos hablando de ello.,我们正在谈论粉丝。,machine-assisted
345,217,fantastique,fr:fantastique:adjective:1,fantastique,adjective,/fɑ̃.tas.tik/,fantastic (related to fantasy or fantasies),fantástico o fantástica,奇幻的；幻想的,C’est quelque chose de fantastique.,It is something fantastic (related to fantasy or fantasies).,Es algo fantástico o fantástica.,这是奇幻的东西。,machine-assisted
346,217,farine,fr:farine:noun:1,farine,noun,/fa.ʁin/,"flour, specifically wheat flour",harina,面粉,On parle de la farine.,We are talking about it.,Estamos hablando de ello.,我们正在谈论面粉。,machine-assisted
347,217,fatigué(e),fr:fatigué:adjective:1,fatigué,adjective,/fa.ti.ɡe/,tired,cansado,疲倦的,C’est quelque chose de fatigué.,It is something tired.,Es algo cansado.,这是疲惫的状态。,machine-assisted
348,217,fauteuil,fr:fauteuil:noun:1,fauteuil,noun,/fo.tœj/,armchair,sillón,扶手椅,On parle du fauteuil.,We are talking about it.,Estamos hablando de ello.,我们正在谈论扶手椅。,machine-assisted
349,217,félicitations,fr:félicitations:interjection:1,félicitations,interjection,/fe.li.si.ta.sjɔ̃/,"felicitations, congratulations, well done",felicitaciones; enhorabuena,祝词，贺词；称赞，赞扬,Félicitations pour votre réussite !,Congratulations on your success!,¡Enhorabuena por su éxito!,恭喜您取得成功！,machine-assisted
350,217,femme,fr:femme:noun:1,femme,noun,/fam/,woman,mujer,女人；女性,Cette femme est médecin.,This woman is a doctor.,Esta mujer es médica.,这位女士是一名医生。,seed-reviewed
351,217,fenêtre,fr:fenêtre:noun:1,fenêtre,noun,/fə.nɛtʁ/,window,ventana,窗，窗子，窗户，玻璃窗,Voici la fenêtre.,Here it is.,Aquí está.,这是窗。,machine-assisted
352,217,fête,fr:fête:noun:1,fête,noun,/fɛt/,winter holidays (always in plural),fiesta,节日；晚会,On parle de la fête.,We are talking about it.,Estamos hablando de ello.,我们正在谈论节日。,machine-assisted
353,217,fêter,fr:fêter:verb:1,fêter,verb,/fɛ.te/,to celebrate (an event),celebrar,庆祝，纪念,Je vais fêter mon anniversaire.,I am going to celebrate my birthday.,Voy a celebrar mi cumpleaños.,我要庆祝我的生日。,machine-assisted
354,217,feu,fr:feu:noun:1,feu,noun,/fø/,fire,fuego,火；焰火,Voici le feu.,Here it is.,Aquí está.,这是火。,machine-assisted
355,217,feu d'artifice,fr:feu d'artifice:noun:1,feu d'artifice,noun,/fø d‿aʁ.ti.fis/,firework,fuegos artificiales,焰火,Voici les feu d'artifice.,Here it is.,Aquí está.,这些是焰火。,machine-assisted
356,217,fille,fr:fille:noun:1,fille,noun,/fij/,girl,"niña, chica, o muchacha",女孩，姑娘；女儿,Voici la fille.,Here it is.,Aquí está.,这是女孩。,machine-assisted
357,217,film,fr:film:noun:1,film,noun,/film/,"movie, film",film,电影，影片,Voici le film.,Here it is.,Aquí está.,这是电影。,machine-assisted
358,217,fils,fr:fils:noun:1,fils,noun,/fis/,son,hijo (descendiente varón),儿子,Voici le fils.,Here it is.,Aquí está.,这是儿子。,machine-assisted
359,217,finalement,fr:finalement:adverb:1,finalement,adverb,/fi.nal.mɑ̃/,finally; last; lastly,finalmente,最终，终于,"Finalement, nous prenons le train.","In the end, we are taking the train.","Finalmente, tomamos el tren.",最后，我们坐上了火车。,machine-assisted
360,217,fini(e),fr:fini:noun:1,fini,noun,/fi.ni/,aspect or texture of what has been completed,terminado,完成的，结束的,Voici le fini.,Here it is.,Aquí está.,这是完成的。,machine-assisted
361,217,Finlande,fr:finlande:proper_noun:1,Finlande,proper_noun,/fɛ̃.lɑ̃d/,Finland (a country in Northern Europe),finlandia,芬兰,Je connais bien Finlande.,I know Finland well.,Conozco bien Finlandia.,我很了解芬兰。,machine-assisted
362,217,fixe,fr:fixe:adjective:1,fixe,adjective,/fiks/,fixed,inmueble (que no puede moverse),固定的；长久的，持久的,C’est quelque chose de fixe.,It is something fixed.,Es algo inmueble (que no puede moverse).,这是固定的东西。,machine-assisted
363,217,beau fixe,fr:beau fixe:expression:1,beau fixe,expression,/bˈo fˈiks/,settled fine weather,buen tiempo estable,持续晴天，连续晴天,Le temps reste au beau fixe.,The fine weather is holding.,El buen tiempo se mantiene estable.,天气依然晴好。,machine-assisted
364,217,fleur,fr:fleur:noun:1,fleur,noun,/flœʁ/,"flower; bloom; blossom; collectively, the reproductive organs and the envelope which surrounds them in angiosperms (also called ""flowering plants"")",flor,花,Voici la fleur.,Here it is.,Aquí está.,这是花。,machine-assisted
365,217,fois,fr:fois:noun:1,fois,noun,/fwa/,time (an instance or repetition of something happening),vez,次,On parle de la fois.,We are talking about it.,Estamos hablando de ello.,我们正在谈论次。,machine-assisted
366,217,foot,fr:foot:noun:1,foot,noun,/fut/,"association football; football, soccer",fútbol,《俗》足球,Voici le foot.,Here it is.,Aquí está.,这是足球。,machine-assisted
367,217,footing,fr:footing:noun:1,footing,noun,/fu.tiŋ/,"exercise walking, jogging (as a form of exercise)",trotar,慢跑,Voici le footing.,Here it is.,Aquí está.,这是慢跑。,machine-assisted
368,217,français,fr:français:noun:1,français,noun,/fʁɑ̃.sɛ/,French (language),francés,法语,On parle du français.,We are talking about it.,Estamos hablando de ello.,我们正在谈论法语。,machine-assisted
369,217,Français(e),fr:français:noun:2,Français,noun,/fʁɑ̃.sɛ/,Frenchman,francés,法国人,Voici le Français.,Here it is.,Aquí está.,这是法国人。,machine-assisted
370,218,français(e),fr:français:adjective:1,français,adjective,/fʁɑ̃.sɛ/,French,francés,法国的,Elle écoute une chanson française.,She is listening to a French song.,Ella escucha una canción francesa.,她听一首法语歌曲。,seed-reviewed
371,218,France,fr:france:proper_noun:1,France,proper_noun,/fʁɑ̃s/,France (a country located primarily in Western Europe),francia,法国,Je connais bien France.,I know France well.,Conozco bien Francia.,我很了解法国。,machine-assisted
372,218,fromage,fr:fromage:noun:1,fromage,noun,/fʁɔ.maʒ/,cheese,queso,奶酪,On parle du fromage.,We are talking about it.,Estamos hablando de ello.,我们正在谈论奶酪。,machine-assisted
373,218,fruit,fr:fruit:noun:1,fruit,noun,/fʁɥi/,fruit,fruta,水果,Voici le fruit.,Here it is.,Aquí está.,这是水果。,machine-assisted
374,218,gagner,fr:gagner:verb:1,gagner,verb,/ɡa.ɲe/,to win,ganar,赢；赢得,Je vais gagner le match.,I am going to win the match.,Voy a ganar el partido.,我会赢得比赛。,machine-assisted
375,218,garçon,fr:garçon:noun:1,garçon,noun,/ɡaʁ.sɔ̃/,boy,chico,男孩；小伙子,Voici le garçon.,Here it is.,Aquí está.,这是男孩。,machine-assisted
376,218,gare,fr:gare:noun:1,gare,noun,/ɡaʁ/,railway station,estación,车站,On parle de la gare.,We are talking about it.,Estamos hablando de ello.,我们正在谈论车站。,machine-assisted
377,218,gâteau,fr:gâteau:noun:1,gâteau,noun,/ɡa.to/,"a sponge cake, i.e. a cake made with a chemical leavening agent (e.g. baking powder), making it light and airy (as opposed to a denser torte)",pastel,蛋糕,Voici le gâteau.,Here it is.,Aquí está.,这是蛋糕。,machine-assisted
378,218,gauche,fr:gauche:noun:1,gauche,noun,/ɡoʃ/,"the left, the left-hand side","izquierda, siniestra o zurda",左边；左面,On parle de la gauche.,We are talking about it.,Estamos hablando de ello.,我们正在谈论左边。,machine-assisted
379,218,à gauche (de),fr:à gauche:expression:1,à gauche,expression,/a ɡoʃ/,on the left,a la izquierda,在（…的）左边,La poste est à gauche.,The post office is on the left.,Correos está a la izquierda.,邮局在左边。,machine-assisted
380,218,"général(e), généraux",fr:général:adjective:1,général,adjective,/ʒeneʁˈal/,general,general,一般的，普遍的,C’est quelque chose de général.,It is something general.,Es algo general.,这是一般性的事情。,machine-assisted
381,218,en général,fr:en général:adverb:1,en général,adverb,/ɑ̃ ʒe.ne.ʁal/,"in general, on the whole",en general,一般而言；通常,"En général, je me lève tôt.",I usually get up early.,"Por lo general, me levanto temprano.",我通常起得很早。,machine-assisted
382,218,Genève,fr:genève:proper_noun:1,Genève,proper_noun,/ʒə.nɛv/,Geneva (a city in Switzerland),Ginebra,日内瓦（瑞士）,Je connais bien Genève.,I know Geneva well.,Conozco bien Ginebra.,我很了解日内瓦。,machine-assisted
383,218,gens,fr:gens:noun:1,gens,noun,/ʒɑ̃/,set of people,"gente, gentes",人，人们,On parle du gens.,We are talking about it.,Estamos hablando de ello.,我们正在谈论人。,machine-assisted
384,218,glace,fr:glace:noun:1,glace,noun,/ɡlas/,ice,hielo,冰；冰淇淋,Voici la glace.,Here it is.,Aquí está.,这是冰。,machine-assisted
385,218,glissant(e),fr:glissant:adjective:1,glissant,adjective,/ɡli.sɑ̃/,slippery (which tends to cause slipping),resbaladizo,滑的,C’est quelque chose de glissant.,It is something slippery (which tends to cause slipping).,Es algo resbaladizo.,这是一件很滑的事情。,machine-assisted
386,218,golf,fr:golf:noun:1,golf,noun,/ɡɔlf/,golf,golf,高尔夫球运动,Voici le golf.,Here it is.,Aquí está.,这是高尔夫球运动。,machine-assisted
387,218,goût,fr:goût:noun:1,goût,noun,/ɡu/,"taste, flavour",sabor,爱好，兴趣；品位；味道,On parle du goût.,We are talking about it.,Estamos hablando de ello.,我们正在谈论爱好。,machine-assisted
388,218,gramme,fr:gramme:noun:1,gramme,noun,/ɡʁam/,gram (unit of mass),gramo,克,On parle du gramme.,We are talking about it.,Estamos hablando de ello.,我们正在谈论克。,machine-assisted
389,218,grand(e),fr:grand:adjective:1,grand,adjective,/ɡʁɑ̃/,big; large,grande,大的；宽广的,C’est une grande ville.,It is a large city.,Es una ciudad grande.,这是一座大城市。,seed-reviewed
390,218,grand-mère (grands-mères),fr:grand-mère:noun:1,grand-mère,noun,/ɡʁɑ̃.mɛʁ/,grandmother,abuela,（外）祖母,On parle de la grand-mère.,We are talking about it.,Estamos hablando de ello.,我们正在谈论（外）祖母。,machine-assisted
391,218,grand-père (grands-pères),fr:grand-père:noun:1,grand-père,noun,/ɡʁɑ̃.pɛʁ/,grandfather,abuelo,（外）祖父,Voici le grand-père.,Here it is.,Aquí está.,这是（外）祖父。,machine-assisted
392,218,gratuit(e),fr:gratuit:adjective:1,gratuit,adjective,/ɡʁa.tɥi/,free of charge,gratis o gratuito (sin cargo),免费的,C’est quelque chose de gratuit.,It is something free of charge.,Es algo gratis o gratuito (sin cargo).,这是免费的。,machine-assisted
393,218,gris(e),fr:gris:adjective:1,gris,adjective,/ɡʁi/,grey / gray,gris,灰色的,C’est quelque chose de gris.,It is something grey / gray.,Es algo gris.,这是灰色的东西。,machine-assisted
394,218,groupe,fr:groupe:noun:1,groupe,noun,/ɡʁup/,group,grupo,组；群；团体,Voici le groupe.,Here it is.,Aquí está.,这是组。,machine-assisted
395,218,guerre,fr:guerre:noun:1,guerre,noun,/ɡɛʁ/,war,"conflicto armado, hostilidades, guerra o pelea",战争,Voici la guerre.,Here it is.,Aquí está.,这是战争。,machine-assisted
396,218,guitare,fr:guitare:noun:1,guitare,noun,/ɡi.taʁ/,guitar,guitarra,吉他,On parle de la guitare.,We are talking about it.,Estamos hablando de ello.,我们正在谈论吉他。,machine-assisted
397,218,guyanais(e),fr:guyanais:adjective:1,guyanais,adjective,/ɡɥi.ja.nɛ/,of French Guiana; Guianese,guayanés,圭亚那的,C’est quelque chose de guyanais.,It is something of French Guiana.,Es algo guayanés.,这是圭亚那的东西。,machine-assisted
398,218,gymnastique,fr:gymnastique:noun:1,gymnastique,noun,/ʒim.nas.tik/,gymnastics,gimnasia,体操,On parle de la gymnastique.,We are talking about it.,Estamos hablando de ello.,我们正在谈论体操。,machine-assisted
399,218,habiller(s'),fr:habiller:verb:1,habiller,verb,/a.bi.je/,to dress,vestir,穿衣服,Je vais habiller mon enfant.,I am going to dress my child.,Voy a vestir a mi hijo.,我会给我的孩子穿衣服。,machine-assisted
400,218,habiter,fr:habiter:verb:1,habiter,verb,/a.bi.te/,to live (in a place),vivir; residir,居住（在）,J’habite dans une petite ville.,I live in a small town.,Vivo en una ciudad pequeña.,我住在一个小镇。,seed-reviewed
401,218,habitude,fr:habitude:noun:1,habitude,noun,/a.bi.tyd/,habit (action done on a regular basis),costumbre,习惯,Voici l’habitude.,Here it is.,Aquí está.,这是习惯。,machine-assisted
402,218,habituel(le),fr:habituel:adjective:1,habituel,adjective,/a.bi.tɥɛl/,"customary, habitual",habitual,习惯的,C’est quelque chose d’habituel.,"It is something customary, habitual.",Es algo habitual.,这是很平常的事情。,machine-assisted
403,218,haut(e),fr:haut:adjective:1,haut,adjective,/o/,high,alto,高的；高等的,C’est quelque chose d’haut.,It is something high.,Es algo alto.,这是很高的东西。,machine-assisted
404,218,hélicoptère,fr:hélicoptère:noun:1,hélicoptère,noun,/e.li.kɔp.tɛʁ/,helicopter,helicóptero,直升机,On parle de l’hélicoptère.,We are talking about it.,Estamos hablando de ello.,我们正在谈论直升机。,machine-assisted
405,218,heure,fr:heure:noun:1,heure,noun,/œʁ/,"hour, time",hora,时间；小时,On parle de l’heure.,We are talking about it.,Estamos hablando de ello.,我们正在谈论时间。,machine-assisted
406,218,heurter,fr:heurter:verb:1,heurter,verb,/œʁ.te/,to hit; to collide with,chocar contra,碰撞,La voiture a heurté le mur.,The car hit the wall.,El coche chocó contra la pared.,车撞墙了。,machine-assisted
407,218,heureux(euse),fr:heureux:adjective:1,heureux,adjective,/œ.ʁø/,happy,"afortunado, feliz",快乐的,C’est quelque chose d’heureux.,It is something happy.,"Es algo afortunado, feliz.",这是一件令人高兴的事情。,machine-assisted
408,218,hier,fr:hier:adverb:1,hier,adverb,/jɛʁ/,yesterday,ayer,昨天,Je l’ai rencontré hier.,I met him yesterday.,Lo encontré ayer.,我昨天见过他。,machine-assisted
409,218,histoire,fr:histoire:noun:1,histoire,noun,/is.twaʁ/,story,historia,故事,On parle de l’histoire.,We are talking about it.,Estamos hablando de ello.,我们正在谈论故事。,machine-assisted
410,218,Hollande,fr:hollande:proper_noun:1,Hollande,proper_noun,/ɔ.lɑ̃d/,Holland (a historical province of the Netherlands),holanda,荷兰（非官方称谓）,Je connais bien Hollande.,I know Holland well.,Conozco bien Holanda.,我很了解荷兰。,machine-assisted
411,218,homme,fr:homme:noun:1,homme,noun,/ɔm/,man,hombre,人，男人，男子,Cet homme est mon professeur.,This man is my teacher.,Este hombre es mi profesor.,这个人是我的老师。,seed-reviewed
412,218,horaire,fr:horaire:noun:1,horaire,noun,/ɔ.ʁɛʁ/,schedule,horario,时刻表,Voici l’horaire.,Here it is.,Aquí está.,这是时刻表。,machine-assisted
